,0.1-1.0,1.0-20.0,4.0-14.0,4.0-20.0
2023-12-13 08:44:59,1.20614604236436e-07,1.1443846184370853e-09,3.370721416888374e-11,3.370721416888374e-11
2023-12-13 08:59:59,1.219741557966612e-07,1.1218136183899912e-09,3.351988381128879e-11,3.351988381128879e-11
2023-12-13 09:14:59,1.2846250431429878e-07,1.1449449346975552e-09,6.010117844746484e-11,6.010117844746484e-11
2023-12-13 09:29:59,1.2335873351181264e-07,1.2118386009843834e-09,9.436307320258817e-11,9.436307320258817e-11
2023-12-13 09:44:59,1.2401623442302466e-07,1.2307074578358489e-09,9.902919198036817e-11,9.902919198036817e-11
2023-12-13 09:59:59,1.200000304352149e-07,1.1408041891093195e-09,5.960855191783395e-11,5.960855191783395e-11
2023-12-13 10:14:59,1.2053737721281537e-07,1.1148377765510058e-09,3.5466169069186336e-11,3.5466169069186336e-11
2023-12-13 10:29:59,1.202614429242024e-07,1.0635563194094658e-09,4.180557055618083e-11,4.180557055618083e-11
2023-12-13 10:44:59,1.238674254695129e-07,1.0580021388238808e-09,5.976702858639811e-11,5.976702858639811e-11
2023-12-13 10:59:59,1.309483436708324e-07,1.0673972530012205e-09,4.940027836226655e-11,4.940027836226655e-11
2023-12-13 11:14:59,1.3067974552466846e-07,1.0061188145731018e-09,3.4828388639681345e-11,3.4828388639681345e-11
2023-12-13 11:29:59,1.258170021402439e-07,9.971067579614673e-10,2.987538262978171e-11,2.987538262978171e-11
2023-12-13 11:44:59,1.2117702670610272e-07,1.0304701937592913e-09,3.506629961419217e-11,3.506629961419217e-11
2023-12-13 11:59:59,1.2188555940854183e-07,1.0756758042950167e-09,4.799780441909041e-11,4.799780441909041e-11
2023-12-13 12:14:59,1.3109525383611108e-07,1.0379400269725444e-09,4.9951805857096505e-11,4.9951805857096505e-11
2023-12-13 12:29:59,1.2218206650449878e-07,1.0555319961068434e-09,4.1707384168008906e-11,4.1707384168008906e-11
2023-12-13 12:44:59,1.24262852239795e-07,1.0949219180648044e-09,5.4868911057099934e-11,5.4868911057099934e-11
2023-12-13 12:59:59,1.2694098976511743e-07,1.0081822614670235e-09,4.759239496577032e-11,4.759239496577032e-11
2023-12-13 13:14:59,1.3428627880454127e-07,1.023246869165234e-09,4.661781401943007e-11,4.661781401943007e-11
