,0.1-1.0,1.0-20.0,4.0-14.0,4.0-20.0
2024-01-05 01:59:59,9.83755374498553e-08,1.8680192852876946e-09,6.895670364662968e-10,6.895670364662968e-10
2024-01-05 02:14:59,9.641110476804789e-08,1.979499731887516e-09,7.259598404489172e-10,7.259598404489172e-10
2024-01-05 02:29:59,9.962912527470801e-08,1.6264043939887112e-09,2.7131287141419324e-10,2.7131287141419324e-10
2024-01-05 02:44:59,1.092539566941501e-07,3.5661366831843392e-09,8.049506931180525e-10,8.049506931180525e-10
2024-01-05 02:59:59,1.138983555708924e-07,4.572910287262895e-09,9.88041254117383e-10,9.88041254117383e-10
2024-01-05 03:14:59,1.1126602935659645e-07,1.8365481821657586e-09,3.6037172185391666e-10,3.6037172185391666e-10
2024-01-05 03:29:59,1.1145024768150863e-07,3.512229648779171e-09,9.560325131688984e-10,9.560325131688984e-10
2024-01-05 03:44:59,1.1369271781043994e-07,2.865302189434736e-09,7.33315900439837e-10,7.33315900439837e-10
2024-01-05 03:59:59,1.1554498976686025e-07,2.0032116122224094e-09,4.4759911746240225e-10,4.4759911746240225e-10
2024-01-05 04:14:59,1.1881759568021736e-07,4.067704354547701e-09,1.7381690709549922e-09,1.7381690709549922e-09
2024-01-05 04:29:59,1.2193104163638406e-07,4.397128552144216e-09,1.9702953205121538e-09,1.9702953205121538e-09
2024-01-05 04:44:59,1.2467962163007142e-07,1.5003645666718726e-09,2.247405256089221e-10,2.247405256089221e-10
2024-01-05 04:59:59,1.3287799419986874e-07,1.2994169850274034e-08,3.2410610371696754e-09,3.2410610371696754e-09
2024-01-05 05:14:59,1.4383612831781894e-07,7.181427025289044e-09,1.7623656232299074e-09,1.7623656232299074e-09
2024-01-05 05:29:59,1.465499596230896e-07,1.7845561826893021e-09,3.691935809491539e-10,3.691935809491539e-10
2024-01-05 05:44:59,1.6631243360275822e-07,9.99241910268008e-09,2.4895550140282833e-09,2.4895550140282833e-09
2024-01-05 05:59:59,1.7825825028246126e-07,1.0862436469083461e-08,3.2180866023539382e-09,3.2180866023539382e-09
2024-01-05 06:14:59,1.7892231405507768e-07,1.0337376027595608e-08,3.2075787857436296e-09,3.2075787857436296e-09
2024-01-05 06:29:59,1.957233140550539e-07,5.706456887762579e-09,1.4548571881332386e-09,1.4548571881332386e-09
2024-01-05 06:44:59,1.893970480840234e-07,6.8386096708961685e-09,3.2635675027160452e-09,3.2635675027160452e-09
2024-01-05 06:59:59,1.9815724826356062e-07,8.59729220958553e-09,4.1349807057496215e-09,4.1349807057496215e-09
2024-01-05 07:14:59,2.0511391054580597e-07,1.887350478272171e-09,2.7296271357849653e-10,2.7296271357849653e-10
2024-01-05 07:29:59,2.1167483224780795e-07,2.053230332395751e-09,3.4836857083738336e-10,3.4836857083738336e-10
2024-01-05 07:44:59,2.229183290064983e-07,2.3061511429538653e-09,7.406216558184393e-10,7.406216558184393e-10
2024-01-05 07:59:59,2.2712108952853442e-07,2.077623844119589e-09,4.2886498478831004e-10,4.2886498478831004e-10
2024-01-05 08:14:59,2.0429045768552145e-07,1.94424248516799e-09,2.967923311867682e-10,2.967923311867682e-10
2024-01-05 08:29:59,2.1469587009193315e-07,3.1032381890217834e-09,5.280998940346818e-10,5.280998940346818e-10
2024-01-05 08:44:59,3.135851301686027e-07,6.283506502066437e-09,1.2257096190206927e-09,1.2257096190206927e-09
2024-01-05 08:59:59,2.4434272218219706e-07,9.267432126945173e-09,2.6563631223567298e-09,2.6563631223567298e-09
2024-01-05 09:14:59,2.2287061734790658e-07,8.116544103063921e-09,2.365189686830795e-09,2.365189686830795e-09
2024-01-05 09:29:59,2.1828599345617327e-07,2.2674056917230567e-09,4.1696725660677707e-10,4.1696725660677707e-10
2024-01-05 09:44:59,2.0156845965994893e-07,1.443398816624763e-08,2.186798844646599e-09,2.186798844646599e-09
2024-01-05 09:59:59,2.162409630342257e-07,1.8040115371098864e-08,2.6557058382017166e-09,2.6557058382017166e-09
2024-01-05 10:14:59,2.1827036375318236e-07,2.3852121275451232e-09,4.2322666881002345e-10,4.2322666881002345e-10
2024-01-05 10:29:59,2.1797942727600532e-07,2.0604109908512553e-09,2.998554094223735e-10,2.998554094223735e-10
2024-01-05 10:44:59,2.2426066328249284e-07,2.2868948887042044e-09,4.883645193901228e-10,4.883645193901228e-10
2024-01-05 10:59:59,2.16442749262211e-07,2.5402691702994623e-09,5.105866330538516e-10,5.105866330538516e-10
2024-01-05 11:14:59,2.0743043923556132e-07,2.175751642732873e-09,2.5060278772523177e-10,2.5060278772523177e-10
2024-01-05 11:29:59,2.1293626219445327e-07,1.902289237735005e-09,2.2175774708321617e-10,2.2175774708321617e-10
2024-01-05 11:44:59,2.2031688482370945e-07,6.323821626140721e-09,1.7455781010774045e-09,1.7455781010774045e-09
2024-01-05 11:59:59,2.0677367819075382e-07,5.9046333130135804e-09,1.629787086862086e-09,1.629787086862086e-09
2024-01-05 12:14:59,2.0293046734355694e-07,2.3530062652725086e-09,3.98423362215678e-10,3.98423362215678e-10
2024-01-05 12:29:59,1.9752663476487108e-07,2.159419802021763e-09,2.5872051497860656e-10,2.5872051497860656e-10
2024-01-05 12:44:59,2.0869814760294858e-07,1.404068639782837e-08,3.996944127818325e-09,3.996944127818325e-09
2024-01-05 12:59:59,2.2082974695447373e-07,1.5141505169922282e-08,4.2792915657709355e-09,4.2792915657709355e-09
2024-01-05 13:14:59,2.0560997777657637e-07,4.159470787869906e-09,1.006032787480992e-09,1.006032787480992e-09
2024-01-05 13:29:59,1.9896940990506073e-07,2.4601013668997886e-09,3.315152318856971e-10,3.315152318856971e-10
2024-01-05 13:44:59,1.9996020188199562e-07,2.732352416435419e-09,5.620705345412961e-10,5.620705345412961e-10
2024-01-05 13:59:59,2.131959354765772e-07,2.0226791571869633e-09,5.108551904554827e-10,5.108551904554827e-10
2024-01-05 14:14:59,2.097281881149264e-07,1.9662122338410154e-09,3.8335421656917277e-10,3.8335421656917277e-10
2024-01-05 14:29:59,2.1248924779064952e-07,7.148356981172675e-09,1.135766256024474e-09,1.135766256024474e-09
2024-01-05 14:44:59,1.9512092156644902e-07,6.840913804298879e-09,1.1250866852669367e-09,1.1250866852669367e-09
2024-01-05 14:59:59,1.8039942134181881e-07,1.7803596078314004e-09,3.4223760513846645e-10,3.4223760513846645e-10
2024-01-05 15:14:59,1.8595326710538918e-07,1.7432650335749275e-09,2.752280647243059e-10,2.752280647243059e-10
2024-01-05 15:29:59,1.923635809473813e-07,2.2109099159037712e-09,4.797725061812963e-10,4.797725061812963e-10
2024-01-05 15:44:59,1.8986643506850663e-07,4.022130965640521e-09,1.078847256443838e-09,1.078847256443838e-09
2024-01-05 15:59:59,1.9986627050562337e-07,3.468696405430426e-09,8.709332798244695e-10,8.709332798244695e-10
2024-01-05 16:14:59,2.1080811157984283e-07,9.111475650002534e-09,1.9700586696142143e-09,1.9700586696142143e-09
2024-01-05 16:29:59,2.1270709765774348e-07,7.660324126845001e-09,1.8489948819502244e-09,1.8489948819502244e-09
2024-01-05 16:44:59,3.105559001585357e-07,2.419770518702723e-08,2.4796745448612064e-09,2.4796745448612064e-09
2024-01-05 16:59:59,2.2306688042292727e-07,3.4283346691004376e-09,4.444085615861848e-10,4.444085615861848e-10
2024-01-05 17:14:59,2.0427566305535531e-07,1.866943175646114e-09,4.1114495184482795e-10,4.1114495184482795e-10
2024-01-05 17:29:59,2.0680660375322288e-07,1.8227820798314547e-09,2.0217273027093913e-10,2.0217273027093913e-10
2024-01-05 17:44:59,2.018765552380494e-07,2.152126930505448e-09,4.947926130765502e-10,4.947926130765502e-10
2024-01-05 17:59:59,2.0134779655972026e-07,2.347955964664476e-09,5.032451510955714e-10,5.032451510955714e-10
2024-01-05 18:14:59,2.0822384135605708e-07,2.179988316351037e-09,3.775635881511484e-10,3.775635881511484e-10
2024-01-05 18:29:59,2.068913399242883e-07,1.891122980018992e-09,2.6841538110246563e-10,2.6841538110246563e-10
2024-01-05 18:44:59,1.9314977795976251e-07,1.7980182405442166e-09,2.2252126630592525e-10,2.2252126630592525e-10
2024-01-05 18:59:59,1.9335745646822503e-07,1.7892194778148021e-09,2.4095472177399105e-10,2.4095472177399105e-10
2024-01-05 19:14:59,2.0806753802786984e-07,1.7731353949969157e-09,2.0016072775553816e-10,2.0016072775553816e-10
2024-01-05 19:29:59,2.0834341923246633e-07,1.7728001995211914e-09,2.017447751376606e-10,2.017447751376606e-10
2024-01-05 19:44:59,1.960846572176773e-07,2.0573849352180712e-09,4.517412829330333e-10,4.517412829330333e-10
2024-01-05 19:59:59,7.868246176656775e-07,6.443443756211065e-08,8.997628083962432e-09,8.997628083962432e-09
2024-01-05 20:14:59,2.0722090366100166e-06,1.2825756503624144e-07,1.808427650582095e-08,1.808427650582095e-08
2024-01-05 20:29:59,5.138087673509536e-07,1.9087079792926735e-08,4.5133888951057646e-09,4.5133888951057646e-09
2024-01-05 20:44:59,2.0587967933347927e-07,1.6102195225423251e-09,2.3874818732836857e-10,2.3874818732836857e-10
2024-01-05 20:59:59,2.0297067744092919e-07,1.8257784376326525e-09,2.763703386789062e-10,2.763703386789062e-10
2024-01-05 21:14:59,2.1018537266147677e-07,1.6943482393933704e-09,2.2099326749051822e-10,2.2099326749051822e-10
2024-01-05 21:29:59,2.0030680449942534e-07,9.066093098658212e-09,1.279666594990238e-09,1.279666594990238e-09
2024-01-05 21:44:59,2.1729130914913978e-07,1.7958355006542825e-08,2.5484554809552412e-09,2.5484554809552412e-09
2024-01-05 21:59:59,1.886846938718374e-07,2.2819293853996617e-09,6.112924592694135e-10,6.112924592694135e-10
2024-01-05 22:14:59,1.9218546524664672e-07,2.9133840426050014e-09,9.023420087560634e-10,9.023420087560634e-10
2024-01-05 22:29:59,1.8805270037490072e-07,2.630052167496592e-09,7.97011825245741e-10,7.97011825245741e-10
2024-01-05 22:44:59,1.8734744300227445e-07,1.3531041219470233e-09,2.1080463026124022e-10,2.1080463026124022e-10
2024-01-05 22:59:59,1.7654090309558381e-07,1.3531149824462754e-09,2.1767043660439815e-10,2.1767043660439815e-10
2024-01-05 23:14:59,1.6974257017708483e-07,1.6111121823369193e-09,3.494163287594679e-10,3.494163287594679e-10
2024-01-05 23:29:59,1.6105610403982248e-07,1.4871472564020063e-09,2.797306325303941e-10,2.797306325303941e-10
2024-01-05 23:44:59,1.741704718133586e-07,1.2947808201166245e-09,1.2867518982253183e-10,1.2867518982253183e-10
2024-01-05 23:59:59,1.6772218691540906e-07,1.5512526053962525e-09,3.475635516991692e-10,3.475635516991692e-10
2024-01-06 00:14:59,1.6073912513333603e-07,1.4380181198287402e-09,2.9803133215791966e-10,2.9803133215791966e-10
2024-01-06 00:29:59,1.6809337000368326e-07,1.286228879560544e-09,1.8096480375082926e-10,1.8096480375082926e-10
2024-01-06 00:44:59,1.672203635842868e-07,1.2872358342609825e-09,1.4057665610540127e-10,1.4057665610540127e-10
2024-01-06 00:59:59,1.5743759582084888e-07,2.206658941712088e-09,4.295271684175262e-10,4.295271684175262e-10
2024-01-06 01:14:59,1.6017923924897069e-07,1.8374155874762735e-09,3.609195615930092e-10,3.609195615930092e-10
2024-01-06 01:29:59,1.68914933726154e-07,1.744636699092773e-09,3.392297396226304e-10,3.392297396226304e-10
2024-01-06 01:44:59,1.560909478199805e-07,1.6246284855566969e-09,4.4024210337356087e-10,4.4024210337356087e-10
2024-01-06 01:59:59,1.4707416544716847e-07,1.4785921037380466e-09,3.8860687739518894e-10,3.8860687739518894e-10
2024-01-06 02:14:59,1.4826903962899677e-07,1.2810363881559367e-09,1.4081279025924662e-10,1.4081279025924662e-10
2024-01-06 02:29:59,1.469543170521407e-07,1.5610855564047173e-09,3.284582154670452e-10,3.284582154670452e-10
2024-01-06 02:44:59,1.521712973742296e-07,1.5093371284587755e-09,3.3011815897426793e-10,3.3011815897426793e-10
2024-01-06 02:59:59,1.496363942332385e-07,1.237189880592511e-09,2.373325626904002e-10,2.373325626904002e-10
2024-01-06 03:14:59,1.4400862460732004e-07,1.1618599716231354e-09,1.399833299682747e-10,1.399833299682747e-10
2024-01-06 03:29:59,1.4769897228507384e-07,1.4327231233128474e-09,2.715669347685608e-10,2.715669347685608e-10
2024-01-06 03:44:59,1.492269318168955e-07,2.8587606103423657e-09,1.3036162885283364e-09,1.3036162885283364e-09
2024-01-06 03:59:59,1.5230523262565396e-07,1.9470395247137804e-09,7.700304855510909e-10,7.700304855510909e-10
2024-01-06 04:14:59,1.4779825383115852e-07,1.5472820645264698e-09,4.3779900683504884e-10,4.3779900683504884e-10
2024-01-06 04:29:59,1.3801352210059368e-07,2.1053812461066755e-09,4.698858945800455e-10,4.698858945800455e-10
2024-01-06 04:44:59,1.3778087108932832e-07,2.412993650996276e-09,4.842740731096923e-10,4.842740731096923e-10
2024-01-06 04:59:59,1.3384422776384708e-07,1.7107316312010511e-09,2.761297949920749e-10,2.761297949920749e-10
2024-01-06 05:14:59,1.360122319920696e-07,2.5176727922715536e-09,1.0503400267855245e-09,1.0503400267855245e-09
2024-01-06 05:29:59,1.3183991047339164e-07,1.963166360265973e-09,6.715213134222833e-10,6.715213134222833e-10
2024-01-06 05:44:59,1.3803842672421398e-07,8.152636334244963e-09,1.3421915325512642e-09,1.3421915325512642e-09
2024-01-06 05:59:59,1.3831858857198324e-07,9.338598737943259e-09,1.504533672428259e-09,1.504533672428259e-09
2024-01-06 06:14:59,1.3622839107617225e-07,1.2870126465418586e-09,2.2497219386869065e-10,2.2497219386869065e-10
2024-01-06 06:29:59,1.3907551119018523e-07,2.1861610624064715e-09,4.16880453484142e-10,4.16880453484142e-10
2024-01-06 06:44:59,1.3718246275978837e-07,1.2484346956680093e-09,1.2549384430311542e-10,1.2549384430311542e-10
2024-01-06 06:59:59,1.3490635348541398e-07,1.2111614446805033e-09,2.2132680684599375e-10,2.2132680684599375e-10
2024-01-06 07:14:59,1.382636143914497e-07,1.6349213802534886e-09,5.238528278944964e-10,5.238528278944964e-10
2024-01-06 07:29:59,1.3662696891530816e-07,4.415830503515611e-09,1.641351198888968e-09,1.641351198888968e-09
2024-01-06 07:44:59,1.2899316901998002e-07,1.137409241134469e-09,1.9686983732833018e-10,1.9686983732833018e-10
2024-01-06 07:59:59,1.3210555108683146e-07,1.1319310275779381e-09,2.2172695287385308e-10,2.2172695287385308e-10
2024-01-06 08:14:59,1.3840792231526057e-07,1.037027371675721e-09,1.0036660330225244e-10,1.0036660330225244e-10
2024-01-06 08:29:59,1.3408318871246606e-07,1.108882962451387e-09,2.0536191503541073e-10,2.0536191503541073e-10
2024-01-06 08:44:59,1.346046143390211e-07,1.270853505976428e-09,2.920169325130214e-10,2.920169325130214e-10
2024-01-06 08:59:59,1.401744537149178e-07,6.3172674316514834e-09,1.6111183870249128e-09,1.6111183870249128e-09
2024-01-06 09:14:59,1.3890423784156844e-07,7.120555968773788e-09,1.809941154213276e-09,1.809941154213276e-09
2024-01-06 09:29:59,1.3373175180654522e-07,1.1815263097771803e-09,2.810420673998508e-10,2.810420673998508e-10
2024-01-06 09:44:59,1.352985986779823e-07,1.06731409575918e-09,2.1924169993732417e-10,2.1924169993732417e-10
2024-01-06 09:59:59,1.348445402530476e-07,1.2173112101144847e-09,2.185876148714366e-10,2.185876148714366e-10
2024-01-06 10:14:59,1.3516822041893203e-07,4.646259707052063e-09,1.8872424917796215e-09,1.8872424917796215e-09
2024-01-06 10:29:59,1.3397657196201146e-07,6.3441095063984684e-09,2.656621820898494e-09,2.656621820898494e-09
2024-01-06 10:44:59,1.2844567183638684e-07,1.3358264801145494e-09,1.4736133373325535e-10,1.4736133373325535e-10
2024-01-06 10:59:59,1.256727129217436e-07,1.3874752926068712e-09,1.7004497491752262e-10,1.7004497491752262e-10
2024-01-06 11:14:59,1.1900083607008653e-07,1.3307420118023541e-09,1.9762416869799125e-10,1.9762416869799125e-10
2024-01-06 11:29:59,1.181400825681336e-07,1.3870601870513211e-09,3.0284540420300295e-10,3.0284540420300295e-10
2024-01-06 11:44:59,1.2281507779741515e-07,1.2764611146387014e-09,1.8976870994881859e-10,1.8976870994881859e-10
2024-01-06 11:59:59,1.275814368280547e-07,1.5020256378376105e-09,4.398868572875853e-10,4.398868572875853e-10
2024-01-06 12:14:59,1.2585171752662785e-07,1.445707906448129e-09,4.356075665729257e-10,4.356075665729257e-10
2024-01-06 12:29:59,1.1643847711023906e-07,2.5383008434762206e-09,9.433311958006613e-10,9.433311958006613e-10
2024-01-06 12:44:59,1.1873361946703859e-07,2.6497945931420366e-09,9.855351305722484e-10,9.855351305722484e-10
2024-01-06 12:59:59,1.1738593191249313e-07,1.0728338039761785e-09,1.2804785135026634e-10,1.2804785135026634e-10
2024-01-06 13:14:59,1.1461947319853437e-07,9.97015918847241e-10,1.269472445841495e-10,1.269472445841495e-10
2024-01-06 13:29:59,1.1663680933857283e-07,1.3539318703719628e-09,1.747964876554801e-10,1.747964876554801e-10
2024-01-06 13:44:59,1.1552478843564924e-07,2.761726096276511e-09,6.23550557324199e-10,6.23550557324199e-10
2024-01-06 13:59:59,1.4778632063497594e-07,1.3610043833697771e-08,1.8848094228517152e-09,1.8848094228517152e-09
2024-01-06 14:14:59,1.458960510564633e-07,1.3281168327954043e-08,1.804853300065799e-09,1.804853300065799e-09
2024-01-06 14:29:59,1.1693010659843613e-07,3.033432611577489e-09,6.226364172529065e-10,6.226364172529065e-10
2024-01-06 14:44:59,1.2320954960410174e-07,1.6339922946373194e-09,4.2887128879970365e-10,4.2887128879970365e-10
2024-01-06 14:59:59,1.1180134395109081e-07,1.3299864215829909e-09,2.48065958707277e-10,2.48065958707277e-10
2024-01-06 15:14:59,1.0766831132075271e-07,1.7238394017299965e-09,4.805683914368915e-10,4.805683914368915e-10
2024-01-06 15:29:59,1.1333962884250406e-07,1.6440436167992995e-09,3.6575950173870034e-10,3.6575950173870034e-10
2024-01-06 15:44:59,1.159154335790303e-07,1.680915292709987e-09,3.350584567222156e-10,3.350584567222156e-10
2024-01-06 15:59:59,1.2606029103721323e-07,2.838748348779058e-09,1.1477517602561562e-09,1.1477517602561562e-09
2024-01-06 16:14:59,1.3188553176564405e-07,4.2624333662620734e-09,1.9551419966691473e-09,1.9551419966691473e-09
2024-01-06 16:29:59,1.2785547330957543e-07,2.020352785867884e-09,5.487788572921451e-10,5.487788572921451e-10
2024-01-06 16:44:59,1.2480828654628018e-07,1.5556970565810452e-09,2.1964760610445806e-10,2.1964760610445806e-10
2024-01-06 16:59:59,1.2861471928058075e-07,1.4026349701075415e-09,1.5970153367300327e-10,1.5970153367300327e-10
2024-01-06 17:14:59,1.309006871849479e-07,3.587188225608874e-09,1.1328853856700645e-09,1.1328853856700645e-09
2024-01-06 17:29:59,1.3294975710056465e-07,2.195171031664746e-09,6.007970229450001e-10,6.007970229450001e-10
2024-01-06 17:44:59,1.2364982009088423e-07,1.3564728538734402e-09,1.4911924091061377e-10,1.4911924091061377e-10
2024-01-06 17:59:59,1.3000173114371738e-07,1.3917968243861155e-09,1.8373919907697687e-10,1.8373919907697687e-10
2024-01-06 18:14:59,1.3901506461049317e-07,1.8566607955624741e-09,4.894636659704401e-10,4.894636659704401e-10
2024-01-06 18:29:59,1.407829638951221e-07,1.9305644707910157e-09,5.330196398541067e-10,5.330196398541067e-10
2024-01-06 18:44:59,1.398258641557248e-07,1.402687853467904e-09,1.70839056911773e-10,1.70839056911773e-10
2024-01-06 18:59:59,1.5368690299048092e-07,1.6140622624788351e-09,2.0167283682526512e-10,2.0167283682526512e-10
2024-01-06 19:14:59,1.6367470097007257e-07,1.5925652538332885e-09,2.2720787797401835e-10,2.2720787797401835e-10
2024-01-06 19:29:59,1.5331209657780622e-07,1.4463744633668394e-09,1.389347210254534e-10,1.389347210254534e-10
2024-01-06 19:44:59,1.633145129230797e-07,1.544985379041764e-09,1.1961104081099925e-10,1.1961104081099925e-10
2024-01-06 19:59:59,1.6545197478387807e-07,5.789466581126732e-09,2.2708530418667727e-09,2.2708530418667727e-09
2024-01-06 20:14:59,1.7144656055963626e-07,5.349377255202563e-09,2.040506275223516e-09,2.040506275223516e-09
2024-01-06 20:29:59,1.7605178176784714e-07,1.6215517744332847e-09,1.9777119881694468e-10,1.9777119881694468e-10
2024-01-06 20:44:59,1.8693314170914353e-07,1.9336242755775953e-09,4.2619506453923876e-10,4.2619506453923876e-10
2024-01-06 20:59:59,1.863438808573521e-07,1.9029768480521615e-09,3.947820183623599e-10,3.947820183623599e-10
2024-01-06 21:14:59,1.8678482530673876e-07,1.6367789302552444e-09,1.3212949923622377e-10,1.3212949923622377e-10
2024-01-06 21:29:59,1.9627841272206837e-07,1.6940769888056317e-09,2.0771313423042562e-10,2.0771313423042562e-10
2024-01-06 21:44:59,2.0784822819650693e-07,2.0159887913464424e-09,3.0257062505221543e-10,3.0257062505221543e-10
2024-01-06 21:59:59,1.8548819182683114e-07,1.7607711252393297e-09,2.2779009428865645e-10,2.2779009428865645e-10
2024-01-06 22:14:59,1.9964458141160574e-07,3.471410809549722e-09,7.149146829846435e-10,7.149146829846435e-10
2024-01-06 22:29:59,1.9921666214060627e-07,4.603863733815509e-09,1.084246051856735e-09,1.084246051856735e-09
2024-01-06 22:44:59,1.8555329779380353e-07,1.7829737852277275e-09,3.7844616531915637e-10,3.7844616531915637e-10
2024-01-06 22:59:59,1.9528379375354397e-07,1.7816248827028823e-09,3.6851307155938593e-10,3.6851307155938593e-10
2024-01-06 23:14:59,2.2695438724155673e-07,1.744317948010273e-09,1.5041554735380017e-10,1.5041554735380017e-10
2024-01-06 23:29:59,2.2026513425850488e-07,1.9958649437559425e-09,3.081976571064017e-10,3.081976571064017e-10
2024-01-06 23:44:59,2.2185584261584966e-07,1.6690049868097443e-09,2.101990239363896e-10,2.101990239363896e-10
2024-01-06 23:59:59,2.304762356843474e-07,1.7434314289930714e-09,2.9142562832994077e-10,2.9142562832994077e-10
2024-01-07 00:14:59,2.2981334498571553e-07,1.6608988896438484e-09,1.5902862940544875e-10,1.5902862940544875e-10
2024-01-07 00:29:59,2.3644547584709544e-07,1.6181452277702942e-09,1.611321725818728e-10,1.611321725818728e-10
2024-01-07 00:44:59,2.2939636737786455e-07,1.6305183247494436e-09,1.900975932763287e-10,1.900975932763287e-10
2024-01-07 00:59:59,2.3639630896948334e-07,1.679151617739583e-09,1.893303990406467e-10,1.893303990406467e-10
2024-01-07 01:14:59,2.3552679531274403e-07,1.7376599955948626e-09,2.493149591771105e-10,2.493149591771105e-10
2024-01-07 01:29:59,2.2791451609066548e-07,1.8952553058271215e-09,3.7382508591159953e-10,3.7382508591159953e-10
2024-01-07 01:44:59,2.3358264240930872e-07,8.23343049654893e-09,2.1846993075541913e-09,2.1846993075541913e-09
2024-01-07 01:59:59,2.3096539807470422e-07,9.012462139859486e-09,2.3664949572186924e-09,2.3664949572186924e-09
2024-01-07 02:14:59,2.28092480556569e-07,2.0090779505173477e-09,1.899563665283107e-10,1.899563665283107e-10
2024-01-07 02:29:59,2.3272163458956427e-07,1.557258875835974e-09,1.5190794872079467e-10,1.5190794872079467e-10
2024-01-07 02:44:59,2.2335590039485474e-07,1.6010289029877324e-09,1.9584972684768116e-10,1.9584972684768116e-10
2024-01-07 02:59:59,2.1833064309254732e-07,1.4890008513350374e-09,1.2688026689041e-10,1.2688026689041e-10
2024-01-07 03:14:59,2.209390139215405e-07,1.5225051555680787e-09,1.4266533103337096e-10,1.4266533103337096e-10
2024-01-07 03:29:59,2.1556984347337935e-07,1.6551364985717166e-09,1.715188316762889e-10,1.715188316762889e-10
2024-01-07 03:44:59,2.147577844666429e-07,1.5241347761462265e-09,1.6409649368246861e-10,1.6409649368246861e-10
2024-01-07 03:59:59,2.056239455909836e-07,3.5606607455718034e-09,7.7399085469364e-10,7.7399085469364e-10
2024-01-07 04:14:59,2.0943859737039834e-07,5.422989307184274e-09,1.2327859563473245e-09,1.2327859563473245e-09
2024-01-07 04:29:59,2.2209588015980123e-07,2.2677554765304114e-09,4.2591744991326027e-10,4.2591744991326027e-10
2024-01-07 04:44:59,2.05401023479107e-07,1.6916103715562614e-09,2.271744213086065e-10,2.271744213086065e-10
2024-01-07 04:59:59,2.1007340737655363e-07,1.5735072354108038e-09,2.1065214594055506e-10,2.1065214594055506e-10
2024-01-07 05:14:59,2.96115677589812e-07,3.723227891818377e-08,7.656547988407843e-09,7.656547988407843e-09
2024-01-07 05:29:59,3.155032463544563e-07,3.6208739704197487e-08,7.381558508970848e-09,7.381558508970848e-09
2024-01-07 05:44:59,2.0394566709288047e-07,2.5865858039496784e-09,6.699061866974521e-10,6.699061866974521e-10
2024-01-07 05:59:59,2.002447168183325e-07,1.1190873802909307e-08,2.525629171055948e-09,2.525629171055948e-09
2024-01-07 06:14:59,2.851545828497167e-07,2.1569700961799867e-08,4.73577240138372e-09,4.73577240138372e-09
2024-01-07 06:29:59,2.1367662689312076e-07,1.3504424227556089e-09,1.5199234061765335e-10,1.5199234061765335e-10
2024-01-07 06:44:59,2.0514813960557986e-07,1.450522737157715e-09,2.6795699281453245e-10,2.6795699281453245e-10
2024-01-07 06:59:59,1.7025451412066595e-07,1.2531727207387302e-09,2.213623135525757e-10,2.213623135525757e-10
2024-01-07 07:14:59,1.7599051104271993e-07,1.270378630211475e-09,3.0184033404036415e-10,3.0184033404036415e-10
2024-01-07 07:29:59,1.814511573494923e-07,1.4267318215818958e-09,3.018775323226808e-10,3.018775323226808e-10
2024-01-07 07:44:59,1.862737296291814e-07,2.9954667469435225e-09,7.321936213561663e-10,7.321936213561663e-10
2024-01-07 07:59:59,1.77713985833401e-07,2.6544738463805234e-09,6.400356973864058e-10,6.400356973864058e-10
2024-01-07 08:14:59,1.57537912065838e-07,1.322763649142886e-09,2.1822691950466966e-10,2.1822691950466966e-10
2024-01-07 08:29:59,1.653045943477879e-07,2.2202642689059173e-09,8.096352612511392e-10,8.096352612511392e-10
2024-01-07 08:44:59,1.651261599847704e-07,1.5557665390112282e-09,4.2468635564431947e-10,4.2468635564431947e-10
2024-01-07 08:59:59,1.6403664890995479e-07,1.158798224623868e-09,1.1090831724084262e-10,1.1090831724084262e-10
2024-01-07 09:14:59,1.564783147445054e-07,1.358999987142755e-09,2.3368403919977174e-10,2.3368403919977174e-10
2024-01-07 09:29:59,1.5045387615373585e-07,1.4545195039847924e-09,2.412764651959609e-10,2.412764651959609e-10
2024-01-07 09:44:59,1.398162148194929e-07,1.167782311389113e-09,1.1663405832394863e-10,1.1663405832394863e-10
2024-01-07 09:59:59,1.4973180371192215e-07,1.1265130807174315e-09,1.1093033074369512e-10,1.1093033074369512e-10
2024-01-07 10:14:59,1.5525630769179018e-07,1.5098565135762241e-09,2.4598983651577113e-10,2.4598983651577113e-10
2024-01-07 10:29:59,1.4600441946863458e-07,1.2956566837549485e-09,2.2343765448496703e-10,2.2343765448496703e-10
2024-01-07 10:44:59,1.4678677471573358e-07,1.026490695979594e-09,9.025921220119003e-11,9.025921220119003e-11
2024-01-07 10:59:59,1.4802253239143666e-07,1.065335990693866e-09,1.273493082554472e-10,1.273493082554472e-10
2024-01-07 11:14:59,1.4629934809788702e-07,1.016154530093289e-09,1.240935597693689e-10,1.240935597693689e-10
2024-01-07 11:29:59,1.429491388811231e-07,1.0591950280095683e-09,1.1409587432015552e-10,1.1409587432015552e-10
2024-01-07 11:44:59,1.485487680988019e-07,1.0808838983270995e-09,1.0297225666109829e-10,1.0297225666109829e-10
2024-01-07 11:59:59,1.557146452797539e-07,1.8907963242728096e-09,5.131450162494871e-10,5.131450162494871e-10
2024-01-07 12:14:59,2.7856911580390833e-07,4.265524885949862e-08,3.09440879357076e-09,3.09440879357076e-09
2024-01-07 12:29:59,3.2429199103728133e-07,4.854431416135494e-08,3.5063707164836954e-09,3.5063707164836954e-09
